"lang"
{
"Language"	"greek"
"announcer_ti7_ann_team_ban_10"	"Η σειρά των Team Secret να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_10"	"Team Secret's turn to ban."
"announcer_ti7_ann_team_ban_11"	"Η σειρά των HellRaisers να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_11"	"HellRaisers' turn to ban."
"announcer_ti7_ann_team_ban_12"	"Η σειρά των Team Empire να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_12"	"Team Empire's turn to ban."
"announcer_ti7_ann_team_ban_13"	"Η σειρά των iG Vitality να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_13"	"iG Vitality's turn to ban."
"announcer_ti7_ann_team_ban_14"	"Η σειρά των iG.V να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_14"	"iG.V's turn to ban."
"announcer_ti7_ann_team_ban_15"	"Η σειρά των LGD Forever Young να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_15"	"LGD Forever Young's turn to ban."
"announcer_ti7_ann_team_ban_16"	"Η σειρά των LFY να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_16"	"LFY's turn to ban."
"announcer_ti7_ann_team_ban_17"	"Η σειρά των LGD Gaming να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_17"	"LGD Gaming's turn to ban."
"announcer_ti7_ann_team_ban_18"	"Η σειρά των LGD να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_18"	"LGD's turn to ban."
"announcer_ti7_ann_team_ban_20"	"Η σειρά των TNC να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_20"	"TNC's turn to ban."
"announcer_ti7_ann_team_ban_21"	"Η σειρά των Fnatic να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_21"	"Fnatic's turn to ban."
"announcer_ti7_ann_team_ban_22"	"Η σειρά των Execration να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_22"	"Execration's turn to ban."
"announcer_ti7_ann_team_ban_23"	"Η σειρά των Cloud9 να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_23"	"Cloud9's turn to ban."
"announcer_ti7_ann_team_ban_25"	"Η σειρά των Digital Chaos να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_25"	"Digital Chaos' turn to ban."
"announcer_ti7_ann_team_ban_26"	"Η σειρά των DC να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_26"	"DC's turn to ban."
"announcer_ti7_ann_team_ban_27"	"Η σειρά των Infamous να αποκλείσουν."
"[english]announcer_ti7_ann_team_ban_27"	"Infamous' turn to ban."
"announcer_ti7_ann_team_pick_01"	"Η σειρά των OG να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_01"	"OG's turn to pick."
"announcer_ti7_ann_team_pick_02"	"Η σειρά των Virtus Pro να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_02"	"Virtus Pro's turn to pick."
"announcer_ti7_ann_team_pick_03"	"Η σειρά των VP να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_03"	"VP's turn to pick."
"announcer_ti7_ann_team_pick_04"	"Η σειρά των Evil Geniuses να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_04"	"Evil Geniuses' turn to pick."
"announcer_ti7_ann_team_pick_05"	"Η σειρά των EG να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_05"	"EG's turn to pick."
"announcer_ti7_ann_team_pick_06"	"Η σειρά των Team Liquid να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_06"	"Team Liquid's turn to pick."
"announcer_ti7_ann_team_pick_07"	"Η σειρά των Invictus Gaming να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_07"	"Invictus Gaming's turn to pick."
"announcer_ti7_ann_team_pick_08"	"Η σειρά των IG να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_08"	"IG's turn to pick."
"announcer_ti7_ann_team_pick_09"	"Η σειρά των Newbee να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_09"	"Newbee's turn to pick."
"announcer_ti7_ann_team_pick_10"	"Η σειρά των Team Secret να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_10"	"Team Secret's turn to pick."
"announcer_ti7_ann_team_pick_11"	"Η σειρά των HellRaisers να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_11"	"HellRaisers' turn to pick."
"announcer_ti7_ann_team_pick_12"	"Η σειρά των Team Empire να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_12"	"Team Empire's turn to pick."
"announcer_ti7_ann_team_pick_13"	"Η σειρά των iG Vitality να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_13"	"iG Vitality's turn to pick."
"announcer_ti7_ann_team_pick_14"	"Η σειρά των iG.V να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_14"	"iG.V's turn to pick."
"announcer_ti7_ann_team_pick_15"	"Η σειρά των LGD Forever Young να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_15"	"LGD Forever Young's turn to pick."
"announcer_ti7_ann_team_pick_16"	"Η σειρά των LFY να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_16"	"LFY's turn to pick."
"announcer_ti7_ann_team_pick_17"	"Η σειρά των LGD Gaming να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_17"	"LGD Gaming's turn to pick."
"announcer_ti7_ann_team_pick_18"	"Η σειρά των LGD να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_18"	"LGD's turn to pick."
"announcer_ti7_ann_team_pick_20"	"Η σειρά των TNC να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_20"	"TNC's turn to pick."
"announcer_ti7_ann_team_pick_21"	"Η σειρά των Fnatic να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_21"	"Fnatic's turn to pick."
"announcer_ti7_ann_team_pick_22"	"Η σειρά των Execration να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_22"	"Execration's turn to pick."
"announcer_ti7_ann_team_pick_23"	"Η σειρά των Cloud9 να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_23"	"Cloud9's turn to pick."
"announcer_ti7_ann_team_pick_25"	"Η σειρά των Digital Chaos να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_25"	"Digital Chaos' turn to pick."
"announcer_ti7_ann_team_pick_26"	"Η σειρά των DC να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_26"	"DC's turn to pick."
"announcer_ti7_ann_team_pick_27"	"Η σειρά των Infamous να επιλέξουν."
"[english]announcer_ti7_ann_team_pick_27"	"Infamous' turn to pick."
"announcer_ti7_ann_team_victory_01"	"Οι OG νίκησαν!"
"[english]announcer_ti7_ann_team_victory_01"	"OG victory!"
"announcer_ti7_ann_team_victory_02"	"Οι Virtus Pro νίκησαν!"
"[english]announcer_ti7_ann_team_victory_02"	"Virtus Pro victory!"
"announcer_ti7_ann_team_victory_03"	"Οι Evil Geniuses νίκησαν!"
"[english]announcer_ti7_ann_team_victory_03"	"Evil Geniuses victory!"
"announcer_ti7_ann_team_victory_04"	"Οι EG νίκησαν!"
"[english]announcer_ti7_ann_team_victory_04"	"EG victory!"
"announcer_ti7_ann_team_victory_05"	"Οι Team Liquid νίκησαν!"
"[english]announcer_ti7_ann_team_victory_05"	"Team Liquid victory!"
"announcer_ti7_ann_team_victory_06"	"Οι Invictus Gaming νίκησαν!"
"[english]announcer_ti7_ann_team_victory_06"	"Invictus Gaming victory!"
"announcer_ti7_ann_team_victory_07"	"Οι Newbee νίκησαν!"
"[english]announcer_ti7_ann_team_victory_07"	"Newbee victory!"
"announcer_ti7_ann_team_victory_08"	"Οι Team Secret νίκησαν!"
"[english]announcer_ti7_ann_team_victory_08"	"Team Secret victory!"
"announcer_ti7_ann_team_victory_09"	"Οι HellRaisers νίκησαν!"
"[english]announcer_ti7_ann_team_victory_09"	"HellRaisers victory!"
"announcer_ti7_ann_team_victory_10"	"Οι Team Empire νίκησαν!"
"[english]announcer_ti7_ann_team_victory_10"	"Team Empire victory!"
"announcer_ti7_ann_team_victory_11"	"Οι iG Vitality νίκησαν!"
"[english]announcer_ti7_ann_team_victory_11"	"iG Vitality victory!"
"announcer_ti7_ann_team_victory_13"	"Οι LFY νίκησαν!"
"[english]announcer_ti7_ann_team_victory_13"	"LFY victory!"
"announcer_ti7_ann_team_victory_15"	"Οι LGD νίκησαν!"
"[english]announcer_ti7_ann_team_victory_15"	"LGD victory!"
"announcer_ti7_ann_team_victory_17"	"Οι TNC νίκησαν!"
"[english]announcer_ti7_ann_team_victory_17"	"TNC victory!"
"announcer_ti7_ann_team_victory_18"	"Οι Fnatic νίκησαν!"
"[english]announcer_ti7_ann_team_victory_18"	"Fnatic victory!"
"announcer_ti7_ann_team_victory_19"	"Οι Execration νίκησαν!"
"[english]announcer_ti7_ann_team_victory_19"	"Execration victory!"
"announcer_ti7_ann_team_victory_20"	"Οι Cloud9 νίκησαν!"
"[english]announcer_ti7_ann_team_victory_20"	"Cloud9 victory"
"announcer_ti7_ann_team_victory_22"	"Οι Digital Chaos νίκησαν!"
"[english]announcer_ti7_ann_team_victory_22"	"Digital Chaos victory!"
"announcer_ti7_ann_team_victory_24"	"Οι Infamous νίκησαν!"
"[english]announcer_ti7_ann_team_victory_24"	"Infamous victory!"
"announcer_ti7_ann_teamnames_01"	"OG"
"[english]announcer_ti7_ann_teamnames_01"	"OG"
"announcer_ti7_ann_teamnames_02"	"Virtus Pro"
"[english]announcer_ti7_ann_teamnames_02"	"Virtus Pro"
"announcer_ti7_ann_teamnames_04"	"Evil Geniuses"
"[english]announcer_ti7_ann_teamnames_04"	"Evil Geniuses"
"announcer_ti7_ann_teamnames_05"	"EG"
"[english]announcer_ti7_ann_teamnames_05"	"EG"
"announcer_ti7_ann_teamnames_06"	"Team Liquid"
"[english]announcer_ti7_ann_teamnames_06"	"Team Liquid"
"announcer_ti7_ann_teamnames_07"	"Invictus Gaming"
"[english]announcer_ti7_ann_teamnames_07"	"Invictus Gaming"
"announcer_ti7_ann_teamnames_08"	"IG"
"[english]announcer_ti7_ann_teamnames_08"	"IG"
"announcer_ti7_ann_teamnames_09"	"Newbee"
"[english]announcer_ti7_ann_teamnames_09"	"Newbee"
"announcer_ti7_ann_teamnames_10"	"Team Secret"
"[english]announcer_ti7_ann_teamnames_10"	"Team Secret"
"announcer_ti7_ann_teamnames_12"	"HellRaisers"
"[english]announcer_ti7_ann_teamnames_12"	"HellRaisers"
"announcer_ti7_ann_teamnames_13"	"Team Empire"
"[english]announcer_ti7_ann_teamnames_13"	"Team Empire"
"announcer_ti7_ann_teamnames_15"	"iG Vitality"
"[english]announcer_ti7_ann_teamnames_15"	"iG Vitality"
"announcer_ti7_ann_teamnames_16"	"IGV"
"[english]announcer_ti7_ann_teamnames_16"	"IGV"
"announcer_ti7_ann_teamnames_17"	"LGD Forever Young"
"[english]announcer_ti7_ann_teamnames_17"	"LGD Forever Young"
"announcer_ti7_ann_teamnames_18"	"LFY"
"[english]announcer_ti7_ann_teamnames_18"	"LFY"
"announcer_ti7_ann_teamnames_19"	"LGD Gaming"
"[english]announcer_ti7_ann_teamnames_19"	"LGD Gaming"
"announcer_ti7_ann_teamnames_20"	"LGD"
"[english]announcer_ti7_ann_teamnames_20"	"LGD"
"announcer_ti7_ann_teamnames_21"	"TNC Pro Team"
"[english]announcer_ti7_ann_teamnames_21"	"TNC Pro Team"
"announcer_ti7_ann_teamnames_23"	"TNC"
"[english]announcer_ti7_ann_teamnames_23"	"TNC"
"announcer_ti7_ann_teamnames_24"	"Fnatic"
"[english]announcer_ti7_ann_teamnames_24"	"Fnatic"
"announcer_ti7_ann_teamnames_25"	"Execration"
"[english]announcer_ti7_ann_teamnames_25"	"Execration"
"announcer_ti7_ann_teamnames_26"	"Cloud9"
"[english]announcer_ti7_ann_teamnames_26"	"Cloud9"
"announcer_ti7_ann_teamnames_28"	"Digital Chaos"
"[english]announcer_ti7_ann_teamnames_28"	"Digital Chaos"
"announcer_ti7_ann_teamnames_29"	"DC"
"[english]announcer_ti7_ann_teamnames_29"	"DC"
"announcer_ti7_ann_teamnames_30"	"Infamous"
"[english]announcer_ti7_ann_teamnames_30"	"Infamous"
}
}
